"Name","Chromosome","Region","Max group mean","Log? fold change","Fold change","P-value","FDR p-value","Bonferroni"
"ENST00000564400","ENST00000564400","1..983","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000496461","ENST00000496461","1..981","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568368","ENST00000568368","1..516","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000492378","ENST00000492378","1..987","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568894","ENST00000568894","1..580","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568046","ENST00000568046","1..586","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566993","ENST00000566993","1..2549","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000261377","ENST00000261377","1..2719","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000348433","ENST00000348433","1..2604","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568501","ENST00000568501","1..624","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566276","ENST00000566276","1..924","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568476","ENST00000568476","1..574","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565340","ENST00000565340","1..720","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568647","ENST00000568647","1..566","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566518","ENST00000566518","1..993","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564274","ENST00000564274","1..2447","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563068","ENST00000563068","1..563","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567297","ENST00000567297","1..753","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563617","ENST00000563617","1..813","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564200","ENST00000564200","1..715","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563045","ENST00000563045","1..516","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000561474","ENST00000561474","1..617","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568334","ENST00000568334","1..743","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565921","ENST00000565921","1..410","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564533","ENST00000564533","1..560","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000577730","ENST00000577730","1..8009","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000585315","ENST00000585315","1..9076","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000577390","ENST00000577390","1..9721","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000299345","ENST00000299345","1..3728","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000583483","ENST00000583483","1..380","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000580044","ENST00000580044","1..778","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000577536","ENST00000577536","1..324","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000584337","ENST00000584337","1..3986","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000582242","ENST00000582242","1..572","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000583382","ENST00000583382","1..1528","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000584966","ENST00000584966","1..572","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000577228","ENST00000577228","1..539","39.257590802","0.4114370786","1.3300099867","0.7861948454","0.9991606977","1"
"ENST00000584506","ENST00000584506","1..559","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000582980","ENST00000582980","1..376","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000324344","ENST00000324344","1..6162","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563934","ENST00000563934","1..1996","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564457","ENST00000564457","1..500","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568663","ENST00000568663","1..857","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000412082","ENST00000412082","1..1399","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567165","ENST00000567165","1..931","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569023","ENST00000569023","1..769","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568820","ENST00000568820","1..1695","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562740","ENST00000562740","1..931","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567954","ENST00000567954","1..460","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000396052","ENST00000396052","1..1659","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000439021","ENST00000439021","1..1558","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000219168","ENST00000219168","1..1626","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000394156","ENST00000394156","1..6874","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000268603","ENST00000268603","1..6857","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566827","ENST00000566827","1..2395","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569095","ENST00000569095","1..436","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569128","ENST00000569128","1..781","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567934","ENST00000567934","1..1235","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569624","ENST00000569624","1..584","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562998","ENST00000562998","1..568","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564317","ENST00000564317","1..566","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562712","ENST00000562712","1..613","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562882","ENST00000562882","1..569","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562325","ENST00000562325","1..582","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568340","ENST00000568340","1..514","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565210","ENST00000565210","1..542","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563492","ENST00000563492","1..468","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563255","ENST00000563255","1..545","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564770","ENST00000564770","1..425","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569783","ENST00000569783","1..539","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000261383","ENST00000261383","1..12394","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572640","ENST00000572640","1..3736","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572931","ENST00000572931","1..1651","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000396036","ENST00000396036","1..3073","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575024","ENST00000575024","1..555","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000575491","ENST00000575491","1..1209","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000415178","ENST00000415178","1..12221","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000341529","ENST00000341529","1..4117","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565334","ENST00000565334","1..2138","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562048","ENST00000562048","1..615","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568155","ENST00000568155","1..459","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568023","ENST00000568023","1..591","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563425","ENST00000563425","1..1932","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000539168","ENST00000539168","1..1672","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000536005","ENST00000536005","1..1988","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562849","ENST00000562849","1..2469","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000299694","ENST00000299694","1..2160","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000561796","ENST00000561796","1..1078","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569272","ENST00000569272","1..963","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564819","ENST00000564819","1..2929","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563075","ENST00000563075","1..720","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562146","ENST00000562146","1..644","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566654","ENST00000566654","1..449","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573487","ENST00000573487","1..1593","8.1928138986","-0.4655648834","-1.3808579188","0.814819231","0.9991606977","1"
"ENST00000233047","ENST00000233047","1..2014","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572258","ENST00000572258","1..584","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574092","ENST00000574092","1..581","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000261388","ENST00000261388","1..1812","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000451578","ENST00000451578","1..1378","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572599","ENST00000572599","1..713","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000577162","ENST00000577162","1..305","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573688","ENST00000573688","1..1495","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000561527","ENST00000561527","1..586","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000561728","ENST00000561728","1..701","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000544589","ENST00000544589","1..2973","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574091","ENST00000574091","1..2239","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574002","ENST00000574002","1..2749","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000573114","ENST00000573114","1..411","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000576162","ENST00000576162","1..1238","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572752","ENST00000572752","1..942","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000219593","ENST00000219593","1..2266","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000311620","ENST00000311620","1..2936","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000561905","ENST00000561905","1..735","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000451102","ENST00000451102","1..3738","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000527800","ENST00000527800","1..2687","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000527284","ENST00000527284","1..1937","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568170","ENST00000568170","1..422","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567357","ENST00000567357","1..2266","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000545043","ENST00000545043","1..1120","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562552","ENST00000562552","1..898","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564917","ENST00000564917","1..1156","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000525974","ENST00000525974","1..1178","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563099","ENST00000563099","1..571","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569718","ENST00000569718","1..749","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000417693","ENST00000417693","1..1046","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563369","ENST00000563369","1..882","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564792","ENST00000564792","1..418","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563478","ENST00000563478","1..753","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562484","ENST00000562484","1..553","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565729","ENST00000565729","1..309","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000299697","ENST00000299697","1..5114","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000544898","ENST00000544898","1..2266","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574448","ENST00000574448","1..1191","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570401","ENST00000570401","1..461","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000219599","ENST00000219599","1..1471","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572113","ENST00000572113","1..556","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000576703","ENST00000576703","1..874","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000571666","ENST00000571666","1..1507","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000572914","ENST00000572914","1..696","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000571358","ENST00000571358","1..457","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000574787","ENST00000574787","1..445","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000543948","ENST00000543948","1..1400","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000396023","ENST00000396023","1..1273","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000415987","ENST00000415987","1..1273","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000504841","ENST00000504841","1..1254","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000419180","ENST00000419180","1..910","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000542953","ENST00000542953","1..573","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000519305","ENST00000519305","1..848","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000521589","ENST00000521589","1..679","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000534903","ENST00000534903","1..490","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000538439","ENST00000538439","1..543","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000545358","ENST00000545358","1..581","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000535190","ENST00000535190","1..631","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000537983","ENST00000537983","1..483","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000543368","ENST00000543368","1..685","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000544154","ENST00000544154","1..526","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000448012","ENST00000448012","1..2587","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000458643","ENST00000458643","1..3501","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000542817","ENST00000542817","1..1342","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000534692","ENST00000534692","1..546","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000264001","ENST00000264001","1..669","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000351137","ENST00000351137","1..508","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000345436","ENST00000345436","1..571","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000362093","ENST00000362093","1..412","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000526149","ENST00000526149","1..564","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000417030","ENST00000417030","1..628","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563092","ENST00000563092","1..365","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563026","ENST00000563026","1..104","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567404","ENST00000567404","1..763","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000358154","ENST00000358154","1..3256","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000396014","ENST00000396014","1..1817","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562379","ENST00000562379","1..701","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570074","ENST00000570074","1..447","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562961","ENST00000562961","1..785","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568826","ENST00000568826","1..376","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569290","ENST00000569290","1..480","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564733","ENST00000564733","1..5603","1.1162831586","-2.116347183","-4.3359471829","0.5267865434","0.9991606977","1"
"ENST00000527845","ENST00000527845","1..504","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000527729","ENST00000527729","1..585","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000532838","ENST00000532838","1..587","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000529718","ENST00000529718","1..478","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000332695","ENST00000332695","1..624","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000336328","ENST00000336328","1..606","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000528324","ENST00000528324","1..749","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000529386","ENST00000529386","1..924","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000528484","ENST00000528484","1..726","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000531885","ENST00000531885","1..590","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000533915","ENST00000533915","1..899","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000333001","ENST00000333001","1..883","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000529506","ENST00000529506","1..581","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000533078","ENST00000533078","1..565","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000457188","ENST00000457188","1..765","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000533666","ENST00000533666","1..493","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000533953","ENST00000533953","1..934","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000379500","ENST00000379500","1..1064","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000328020","ENST00000328020","1..981","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000465057","ENST00000465057","1..797","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000479381","ENST00000479381","1..995","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000534143","ENST00000534143","1..781","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000530141","ENST00000530141","1..880","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000528441","ENST00000528441","1..979","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000535705","ENST00000535705","1..240","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000268389","ENST00000268389","1..1034","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569602","ENST00000569602","1..368","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565499","ENST00000565499","1..1184","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000286149","ENST00000286149","1..3471","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000388958","ENST00000388958","1..3610","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000388956","ENST00000388956","1..3466","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000388957","ENST00000388957","1..2703","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569064","ENST00000569064","1..539","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563871","ENST00000563871","1..4635","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563506","ENST00000563506","1..2662","2.3495621854","-2.116347183","-4.3359471829","0.5267865434","0.9991606977","1"
"ENST00000379486","ENST00000379486","1..904","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000268595","ENST00000268595","1..1054","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569316","ENST00000569316","1..454","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000532362","ENST00000532362","1..547","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563672","ENST00000563672","1..460","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000424011","ENST00000424011","1..2330","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562357","ENST00000562357","1..792","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562707","ENST00000562707","1..714","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000361909","ENST00000361909","1..2159","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000460097","ENST00000460097","1..1797","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565666","ENST00000565666","1..769","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567572","ENST00000567572","1..1934","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564060","ENST00000564060","1..824","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565922","ENST00000565922","1..615","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566756","ENST00000566756","1..1950","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565003","ENST00000565003","1..643","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568477","ENST00000568477","1..687","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566121","ENST00000566121","1..572","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564247","ENST00000564247","1..1127","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000360086","ENST00000360086","1..605","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000581487","ENST00000581487","1..7026","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000330687","ENST00000330687","1..3414","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000561680","ENST00000561680","1..618","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000394106","ENST00000394106","1..1187","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563952","ENST00000563952","1..1023","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000258198","ENST00000258198","1..4515","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000443351","ENST00000443351","1..1502","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563628","ENST00000563628","1..355","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569320","ENST00000569320","1..641","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564559","ENST00000564559","1..563","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567499","ENST00000567499","1..3994","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568453","ENST00000568453","1..571","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564833","ENST00000564833","1..727","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565532","ENST00000565532","1..744","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000570201","ENST00000570201","1..292","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000440564","ENST00000440564","1..1145","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000561727","ENST00000561727","1..502","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566150","ENST00000566150","1..568","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568180","ENST00000568180","1..573","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564090","ENST00000564090","1..566","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000379482","ENST00000379482","1..636","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000165086","ENST00000165086","1..464","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000545367","ENST00000545367","1..846","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000542133","ENST00000542133","1..910","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000543660","ENST00000543660","1..353","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000541329","ENST00000541329","1..432","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000539318","ENST00000539318","1..695","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000341400","ENST00000341400","1..767","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000518761","ENST00000518761","1..576","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000543654","ENST00000543654","1..513","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000520808","ENST00000520808","1..560","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000542338","ENST00000542338","1..387","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000539191","ENST00000539191","1..305","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000536041","ENST00000536041","1..513","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000529969","ENST00000529969","1..519","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000540103","ENST00000540103","1..631","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000543449","ENST00000543449","1..685","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000541674","ENST00000541674","1..544","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000544693","ENST00000544693","1..400","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000538859","ENST00000538859","1..526","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000415645","ENST00000415645","1..3606","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000357370","ENST00000357370","1..2826","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000451409","ENST00000451409","1..3807","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000537951","ENST00000537951","1..1342","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000268379","ENST00000268379","1..2615","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565464","ENST00000565464","1..929","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567757","ENST00000567757","1..538","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000561553","ENST00000561553","1..1415","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000565331","ENST00000565331","1..565","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563898","ENST00000563898","1..1406","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000564095","ENST00000564095","1..542","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567597","ENST00000567597","1..312","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000563711","ENST00000563711","1..2008","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567810","ENST00000567810","1..582","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000561798","ENST00000561798","1..699","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000537222","ENST00000537222","1..1068","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000523914","ENST00000523914","1..1331","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000424898","ENST00000424898","1..1260","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000286143","ENST00000286143","1..1327","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000558713","ENST00000558713","1..2257","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000313294","ENST00000313294","1..2541","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000559403","ENST00000559403","1..629","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000561333","ENST00000561333","1..1933","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000559050","ENST00000559050","1..479","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000433154","ENST00000433154","1..2446","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000432602","ENST00000432602","1..2305","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000433574","ENST00000433574","1..2381","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000415744","ENST00000415744","1..2255","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567004","ENST00000567004","1..951","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000542527","ENST00000542527","1..4360","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000331057","ENST00000331057","1..1359","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562695","ENST00000562695","1..695","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562186","ENST00000562186","1..605","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568049","ENST00000568049","1..730","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000569656","ENST00000569656","1..1358","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000562340","ENST00000562340","1..581","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000567131","ENST00000567131","1..593","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000566668","ENST00000566668","1..2379","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000568328","ENST00000568328","1..2336","0","NaN","NaN","NaN","NaN","NaN"
"ENST00000389398","ENST00000389398","1..4600","0","NaN","NaN","NaN","NaN","NaN"
